customerID,tenure_band,spend_tier,is_at_risk,revenue_at_risk
2292-XQWSV,40-50,50-70,0,0.0
9552-TGUZV,0-10,70-90,0,0.0
5913-INRQV,30-40,90+,0,0.0
8722-NGNBH,0-10,30-50,0,0.0
6210-KBBPI,0-10,90+,0,0.0
9643-YBLUR,0-10,50-70,0,0.0
8734-FNWVH,30-40,50-70,0,0.0
9447-YPTBX,50+,10-30,0,0.0
0133-BMFZO,0-10,70-90,0,0.0
6128-CZOMY,0-10,30-50,0,0.0
9540-JYROE,0-10,70-90,0,0.0
9026-LHEVG,0-10,30-50,0,0.0
2260-USTRB,0-10,70-90,0,0.0
3656-TKRVZ,0-10,50-70,0,0.0
7011-CVEUC,20-30,90+,0,0.0
6185-TASNN,0-10,30-50,0,0.0
7925-PNRGI,40-50,70-90,0,0.0
8623-TMRBY,50+,70-90,0,0.0
1552-CZCLL,50+,10-30,0,0.0
3038-PQIUY,30-40,50-70,0,0.0
1501-SGHBW,0-10,30-50,0,0.0
9313-CDOGY,30-40,10-30,0,0.0
8148-BPLZQ,30-40,30-50,0,0.0
2623-DRYAM,50+,90+,0,0.0
9987-LUTYD,10-20,50-70,0,0.0
3208-YPIOE,30-40,70-90,0,0.0
4488-KQFDT,50+,90+,0,0.0
2612-RANWT,10-20,90+,0,0.0
5693-PIPCS,40-50,90+,0,0.0
0491-KAPQG,20-30,70-90,0,0.0
1925-LFCZZ,50+,50-70,0,0.0
8039-EQPIM,50+,50-70,0,0.0
6900-PXRMS,20-30,90+,0,0.0
8707-RMEZH,50+,70-90,0,0.0
3346-BRMIS,10-20,30-50,0,0.0
3209-ZPKFI,40-50,50-70,0,0.0
6479-VDGRK,50+,70-90,0,0.0
9373-WSLOY,30-40,50-70,0,0.0
2933-FILNV,0-10,10-30,0,0.0
3569-JFODW,50+,90+,0,0.0
9819-FBNSV,30-40,70-90,0,0.0
9544-PYPSJ,50+,90+,0,0.0
1591-XWLGB,50+,10-30,0,0.0
0396-UKGAI,20-30,50-70,0,0.0
3243-ZHOHY,10-20,10-30,0,0.0
5186-EJEGL,0-10,50-70,0,0.0
7527-QNRUS,10-20,10-30,0,0.0
9986-BONCE,0-10,10-30,0,0.0
2722-JMONI,0-10,30-50,0,0.0
2203-GHNWN,20-30,70-90,0,0.0
3878-AVSOQ,0-10,70-90,1,71.25
3258-SYSWS,50+,90+,0,0.0
5296-PSYVW,50+,10-30,0,0.0
6319-QSUSR,10-20,10-30,0,0.0
4083-EUGRJ,0-10,10-30,0,0.0
7579-OOPEC,0-10,50-70,0,0.0
0512-FLFDW,50+,90+,0,0.0
1771-OADNZ,20-30,90+,0,0.0
0487-CRLZF,40-50,70-90,0,0.0
2107-FBPTK,30-40,90+,0,0.0
9451-WLYRI,50+,10-30,0,0.0
8219-VYBVI,30-40,10-30,0,0.0
1991-VOPLL,0-10,10-30,0,0.0
9738-QLWTP,30-40,70-90,0,0.0
1016-DJTSV,0-10,50-70,1,69.7
9419-IPPBE,50+,90+,0,0.0
0174-QRVVY,50+,10-30,0,0.0
5699-BNCAS,50+,10-30,0,0.0
2900-PHPLN,50+,10-30,0,0.0
0612-RTZZA,0-10,10-30,0,0.0
8106-GWQOK,30-40,50-70,0,0.0
8751-EDEKA,20-30,70-90,0,0.0
6878-GGDWG,30-40,10-30,0,0.0
4039-PIMHX,40-50,30-50,0,0.0
8450-LUGUK,30-40,10-30,0,0.0
3604-WLABM,10-20,50-70,0,0.0
0795-GMVQO,50+,90+,0,0.0
2259-OUUSZ,0-10,30-50,0,0.0
1142-IHLOO,50+,70-90,0,0.0
6410-LEFEN,0-10,30-50,0,0.0
4633-MKHYU,0-10,70-90,0,0.0
6257-RJOHI,0-10,50-70,0,0.0
1545-JFUML,50+,90+,0,0.0
3194-ORPIK,50+,70-90,0,0.0
7826-VVKWT,20-30,90+,0,0.0
1353-GHZOS,20-30,50-70,0,0.0
2587-EKXTS,40-50,90+,0,0.0
5442-BXVND,30-40,10-30,0,0.0
8816-VXNZD,0-10,70-90,0,0.0
9378-FXTIZ,50+,70-90,0,0.0
1723-HKXJQ,40-50,90+,0,0.0
7825-GKXMW,0-10,30-50,0,0.0
9753-OYLBX,0-10,10-30,0,0.0
2364-UFROM,30-40,70-90,0,0.0
6656-JWRQX,0-10,30-50,0,0.0
6473-ULUHT,10-20,70-90,0,0.0
1240-KNSEZ,0-10,10-30,0,0.0
0836-SEYLU,0-10,30-50,0,0.0
4433-JCGCG,40-50,90+,0,0.0
3716-BDVDB,0-10,50-70,0,0.0
7688-AWMDX,50+,50-70,0,0.0
2842-BCQGE,40-50,70-90,0,0.0
7244-QWYHG,50+,30-50,0,0.0
5899-MQZZL,10-20,70-90,0,0.0
6849-OYAMU,10-20,90+,0,0.0
5312-UXESG,40-50,90+,0,0.0
9488-HGMJH,0-10,70-90,0,0.0
6038-GCYEC,20-30,50-70,0,0.0
2150-WLKUW,40-50,50-70,0,0.0
7159-FVYPK,0-10,50-70,0,0.0
7032-LMBHI,30-40,50-70,0,0.0
1150-WFARN,50+,90+,0,0.0
6088-BXMRG,30-40,90+,0,0.0
3144-AUDBS,0-10,30-50,0,0.0
4821-SJHJV,30-40,70-90,0,0.0
7346-MEDWM,50+,70-90,0,0.0
1137-DGOWI,30-40,70-90,0,0.0
5616-PRTNT,20-30,10-30,0,0.0
3812-LRZIR,20-30,10-30,0,0.0
4818-QIUFN,20-30,70-90,0,0.0
9483-GCPWE,0-10,10-30,0,0.0
4227-OJHAL,50+,70-90,0,0.0
9220-CXRSC,50+,50-70,0,0.0
4993-JCRGJ,20-30,70-90,0,0.0
9537-JALFH,50+,10-30,0,0.0
6698-OXETB,10-20,10-30,0,0.0
2103-ZRXFN,0-10,50-70,0,0.0
3724-BSCVH,10-20,10-30,0,0.0
4877-TSOFF,50+,70-90,0,0.0
9209-NWPGU,40-50,50-70,0,0.0
6961-VCPMC,40-50,70-90,0,0.0
7306-YDSOI,50+,50-70,0,0.0
5288-AHOUP,10-20,70-90,1,78.5
6688-UZPWD,10-20,90+,0,0.0
0655-YDGFJ,20-30,30-50,0,0.0
8468-EHYJA,50+,90+,0,0.0
6823-SIDFQ,20-30,10-30,0,0.0
1097-FSPVW,40-50,50-70,0,0.0
2839-RFSQE,0-10,10-30,0,0.0
8328-SKJNO,20-30,30-50,0,0.0
7010-ZMVBF,10-20,10-30,0,0.0
5201-CBWYG,50+,10-30,0,0.0
0968-GSIKN,0-10,70-90,0,0.0
1965-DDBWU,10-20,70-90,0,0.0
9057-SIHCH,0-10,90+,0,0.0
6352-GIGGQ,50+,70-90,0,0.0
3635-QQRQD,50+,10-30,0,0.0
6771-XWBDM,50+,90+,0,0.0
2897-DOVND,0-10,50-70,1,69.8
3082-YVEKW,20-30,70-90,0,0.0
0191-EQUUH,20-30,30-50,0,0.0
7134-HBPBS,50+,90+,0,0.0
3489-HHPFY,0-10,70-90,1,84.05
2926-JEJJC,0-10,10-30,0,0.0
8601-QACRS,0-10,50-70,0,0.0
4950-BDEUX,30-40,30-50,0,0.0
5789-LDFXO,20-30,10-30,0,0.0
0508-OOLTO,0-10,70-90,1,71.65
2984-TBYKU,50+,90+,0,0.0
9822-WMWVG,40-50,90+,0,0.0
2391-SOORI,0-10,30-50,0,0.0
9040-KZVWO,20-30,70-90,0,0.0
2645-QTLMB,0-10,90+,0,0.0
4806-HIPDW,0-10,50-70,0,0.0
1548-ARAGG,0-10,50-70,0,0.0
6339-RZCBJ,40-50,70-90,0,0.0
4424-TKOPW,0-10,90+,0,0.0
4415-WNGVR,10-20,70-90,0,0.0
2522-AHJXR,50+,90+,0,0.0
0412-UCCNP,50+,50-70,0,0.0
1816-FLZDK,0-10,10-30,0,0.0
7096-UCLNH,0-10,10-30,0,0.0
8443-ZRDBZ,0-10,70-90,0,0.0
9136-ALYBR,0-10,10-30,0,0.0
4615-PIVVU,40-50,50-70,0,0.0
8885-QSQBX,0-10,30-50,0,0.0
7479-NITWS,0-10,70-90,0,0.0
8617-ENBDS,0-10,70-90,0,0.0
9385-NXKDA,50+,70-90,0,0.0
0430-IHCDJ,10-20,30-50,0,0.0
2959-MJHIC,0-10,70-90,0,0.0
6674-KVJHG,10-20,10-30,0,0.0
1814-DKOLC,0-10,10-30,0,0.0
4201-JMNGR,0-10,50-70,0,0.0
9351-HXDMR,50+,90+,0,0.0
3537-HPKQT,50+,70-90,0,0.0
2129-ALKBS,40-50,10-30,0,0.0
5821-MMEIL,50+,10-30,0,0.0
5960-WPXQM,0-10,70-90,0,0.0
0684-AOSIH,0-10,90+,0,0.0
8260-NGFNY,0-10,10-30,0,0.0
1309-XGFSN,50+,70-90,0,0.0
1866-RZZQS,40-50,90+,0,0.0
6968-URWQU,40-50,50-70,0,0.0
4742-TXUEX,40-50,10-30,0,0.0
9631-XEYKE,0-10,50-70,0,0.0
8631-NBHFZ,50+,70-90,0,0.0
1335-MXCSE,50+,50-70,0,0.0
8873-TMKGR,20-30,10-30,0,0.0
8800-JOOCF,10-20,70-90,1,84.05
1469-LBJQJ,50+,90+,0,0.0
4958-XCBDQ,30-40,90+,0,0.0
8337-UPOAQ,10-20,70-90,0,0.0
0064-YIJGF,20-30,70-90,0,0.0
2386-OWURY,50+,90+,0,0.0
1725-IQNIY,50+,90+,0,0.0
0310-VQXAM,0-10,10-30,0,0.0
6598-RFFVI,0-10,10-30,0,0.0
3453-RTHJQ,0-10,50-70,1,69.1
6712-OAWRH,20-30,90+,0,0.0
6278-FEPBZ,0-10,10-30,0,0.0
4280-DLSHD,0-10,50-70,0,0.0
1508-DFXCU,10-20,70-90,1,81.45
8614-VGMMV,10-20,30-50,0,0.0
7868-BGSZA,40-50,70-90,0,0.0
2800-QQUSO,40-50,90+,0,0.0
2930-UOTMB,30-40,50-70,0,0.0
7973-DZRKH,50+,90+,0,0.0
5914-DVBWJ,10-20,70-90,0,0.0
7698-YFGEZ,0-10,10-30,0,0.0
2533-QVMSK,50+,90+,0,0.0
9773-PEQBZ,10-20,70-90,1,79.85
8644-XLFBW,0-10,70-90,0,0.0
0650-BWOZN,10-20,70-90,0,0.0
8625-AZYZY,20-30,90+,0,0.0
7785-RDVIG,0-10,10-30,0,0.0
9602-WCXPI,50+,10-30,0,0.0
2903-YYTBW,0-10,30-50,0,0.0
3620-MWJNE,0-10,50-70,0,0.0
8573-JGCZW,10-20,10-30,0,0.0
6837-HAEVO,50+,90+,0,0.0
6701-YVNQG,50+,70-90,0,0.0
9306-CPCBC,0-10,70-90,0,0.0
4304-XUMGI,50+,70-90,0,0.0
9504-YAZWB,50+,10-30,0,0.0
8819-ZBYNA,50+,90+,0,0.0
6174-NRBTZ,40-50,30-50,0,0.0
9481-IEBZY,50+,90+,0,0.0
1833-VGRUM,0-10,70-90,0,0.0
6137-NICCO,0-10,90+,0,0.0
9065-ZCPQX,50+,70-90,0,0.0
6402-EJMWF,0-10,50-70,0,0.0
3620-EHIMZ,50+,10-30,0,0.0
3213-VVOLG,0-10,10-30,0,0.0
6870-ECSHE,0-10,10-30,0,0.0
8747-UDCOI,50+,10-30,0,0.0
8374-XGEJJ,40-50,90+,0,0.0
2656-TABEH,0-10,90+,0,0.0
6946-LMSQS,20-30,70-90,0,0.0
4626-OZDTJ,50+,70-90,0,0.0
9169-BSVIN,10-20,70-90,0,0.0
2325-ZUSFD,50+,70-90,0,0.0
8194-PEEBY,20-30,10-30,0,0.0
6872-HXFNF,50+,50-70,0,0.0
3932-CMDTD,0-10,90+,0,0.0
7714-YXSMB,20-30,90+,0,0.0
8387-UGUSU,10-20,10-30,0,0.0
1080-BWSYE,50+,10-30,0,0.0
4039-HEUNW,30-40,90+,0,0.0
1194-HVAIF,20-30,90+,0,0.0
0812-WUPTB,0-10,70-90,0,0.0
3594-UVONA,30-40,70-90,0,0.0
0004-TLHLJ,0-10,70-90,0,0.0
1767-TGTKO,0-10,30-50,0,0.0
8439-LTUGF,10-20,10-30,0,0.0
8805-JNRAZ,0-10,30-50,0,0.0
5089-IFSDP,50+,90+,0,0.0
6418-HNFED,50+,70-90,0,0.0
0206-OYVOC,40-50,10-30,0,0.0
7291-CDTMJ,0-10,10-30,0,0.0
7128-GGCNO,40-50,70-90,0,0.0
0237-YFUTL,50+,90+,0,0.0
7691-KGKGP,50+,50-70,0,0.0
6710-HSJRD,50+,90+,0,0.0
3675-EQOZA,0-10,10-30,0,0.0
0840-DCNZE,40-50,70-90,0,0.0
1732-FEKLD,50+,90+,0,0.0
9862-KJTYK,10-20,10-30,0,0.0
0479-HMSWA,20-30,90+,0,0.0
5854-KSRBJ,50+,10-30,0,0.0
0365-BZUWY,10-20,90+,0,0.0
4817-VYYWS,30-40,90+,0,0.0
5701-SVCWR,0-10,10-30,0,0.0
3129-AAQOU,10-20,10-30,0,0.0
4922-CVPDX,20-30,70-90,0,0.0
1396-QWFBJ,20-30,70-90,0,0.0
1357-BIJKI,50+,90+,0,0.0
1099-BTKWT,50+,50-70,0,0.0
5299-SJCZT,0-10,90+,0,0.0
2018-PZKMU,0-10,90+,0,0.0
7340-KEFQE,50+,30-50,0,0.0
4570-QHXHL,0-10,30-50,0,0.0
2403-BCASL,40-50,90+,0,0.0
7392-YYPYJ,20-30,90+,0,0.0
2898-LSJGD,20-30,50-70,0,0.0
2223-GDSHL,50+,90+,0,0.0
7359-PTSXY,0-10,30-50,0,0.0
9470-RTWDV,20-30,70-90,0,0.0
2176-OSJUV,50+,50-70,0,0.0
9348-YVOMK,0-10,30-50,0,0.0
8104-OSKWT,10-20,70-90,1,79.8
4521-YEEHE,10-20,70-90,0,0.0
4090-KPJIP,0-10,70-90,1,74.95
3786-WOVKF,50+,90+,0,0.0
4503-BDXBD,10-20,70-90,0,0.0
6086-ESGRL,0-10,70-90,0,0.0
2592-HODOV,10-20,10-30,0,0.0
3886-CERTZ,50+,90+,0,0.0
7995-ZHHNZ,40-50,50-70,0,0.0
3824-RHKVR,10-20,10-30,0,0.0
5816-SCGFC,0-10,50-70,0,0.0
5989-AXPUC,50+,90+,0,0.0
4979-HPRFL,50+,10-30,0,0.0
8590-OHDIW,30-40,10-30,0,0.0
8015-IHCGW,50+,90+,0,0.0
2332-TODQS,40-50,10-30,0,0.0
9278-VZKCD,50+,90+,0,0.0
8008-OTEZX,30-40,10-30,0,0.0
2773-OVBPK,50+,90+,0,0.0
5999-LCXAO,0-10,10-30,0,0.0
5206-XZZQI,50+,70-90,0,0.0
4803-LBYPN,30-40,10-30,0,0.0
5759-RCVCB,0-10,30-50,0,0.0
6372-RFVNS,0-10,70-90,0,0.0
2139-FQHLM,10-20,70-90,0,0.0
8261-GWDBQ,50+,90+,0,0.0
1093-YSWCA,10-20,10-30,0,0.0
8938-UMKPI,40-50,90+,0,0.0
0991-BRRFB,10-20,30-50,0,0.0
3882-IYOIJ,50+,90+,0,0.0
8749-TZYEC,50+,10-30,0,0.0
1755-FZQEC,30-40,10-30,0,0.0
3115-JPJDD,50+,70-90,0,0.0
5600-KTXFM,0-10,50-70,0,0.0
3871-IKPYH,0-10,50-70,0,0.0
6319-IEJWJ,20-30,90+,0,0.0
9025-AOMKI,0-10,90+,0,0.0
6339-TBELP,50+,70-90,0,0.0
7964-YESJC,20-30,50-70,0,0.0
6173-GOLSU,50+,90+,0,0.0
5275-SQEIZ,0-10,70-90,0,0.0
7716-YTYHG,40-50,70-90,0,0.0
9938-ZREHM,30-40,70-90,0,0.0
7950-XWOVN,10-20,30-50,0,0.0
4390-KYULV,0-10,10-30,0,0.0
4647-MUZON,10-20,90+,0,0.0
9702-AIUJO,50+,30-50,0,0.0
8849-PRIQJ,50+,90+,0,0.0
8851-RAGOV,20-30,70-90,0,0.0
1304-NECVQ,0-10,70-90,0,0.0
5396-IZEPB,0-10,10-30,0,0.0
1729-VLAZJ,10-20,30-50,0,0.0
8285-ABVLB,50+,10-30,0,0.0
0701-TJSEF,0-10,50-70,0,0.0
5712-VBOXD,0-10,10-30,0,0.0
6629-LADHQ,0-10,50-70,0,0.0
8945-GRKHX,0-10,70-90,0,0.0
1559-DTODC,10-20,10-30,0,0.0
4797-MIWUM,0-10,10-30,0,0.0
6959-UWKHF,0-10,30-50,0,0.0
8720-RQSBJ,0-10,30-50,0,0.0
4537-CIBHB,0-10,10-30,0,0.0
3815-SLMEF,0-10,30-50,0,0.0
5154-VEKBL,0-10,50-70,0,0.0
4324-AHJKS,0-10,50-70,0,0.0
4355-CVPVS,50+,70-90,0,0.0
4495-LHSSK,10-20,50-70,0,0.0
5655-JSMZM,40-50,90+,0,0.0
5915-ANOEI,50+,70-90,0,0.0
9861-PDSZP,50+,90+,0,0.0
4505-EXZHB,0-10,70-90,0,0.0
7225-CBZPL,10-20,90+,0,0.0
6704-UTUKK,20-30,30-50,0,0.0
4587-VVTOX,0-10,90+,0,0.0
2019-HDCZY,50+,90+,0,0.0
4652-NNHNY,10-20,70-90,0,0.0
8788-DOXSU,50+,50-70,0,0.0
7404-JLKQG,0-10,50-70,0,0.0
7421-ZLUPA,0-10,10-30,0,0.0
8972-HJWNV,0-10,70-90,0,0.0
3274-NSDWE,50+,10-30,0,0.0
2632-IVXVF,50+,90+,0,0.0
3692-JHONH,50+,90+,0,0.0
8915-NNTRC,50+,90+,0,0.0
5914-GXMDA,30-40,10-30,0,0.0
7463-IFMQU,50+,10-30,0,0.0
2920-RNCEZ,0-10,50-70,0,0.0
2541-YGPKE,40-50,50-70,0,0.0
8515-OCTJS,20-30,10-30,0,0.0
5382-TEMLV,40-50,50-70,0,0.0
3441-CGZJH,40-50,50-70,0,0.0
9592-ERDKV,30-40,70-90,0,0.0
2860-RANUS,20-30,70-90,0,0.0
5261-QSHQM,0-10,10-30,0,0.0
4778-IZARL,50+,90+,0,0.0
0432-CAJZV,0-10,90+,0,0.0
7008-LZVOZ,50+,10-30,0,0.0
8868-WOZGU,20-30,90+,0,0.0
1200-TUZHR,0-10,70-90,1,85.2
9365-CSLBQ,50+,10-30,0,0.0
1334-FJSVR,0-10,10-30,0,0.0
5884-FBCTL,50+,10-30,0,0.0
7130-CTCUS,10-20,50-70,0,0.0
6242-FEGFD,50+,90+,0,0.0
7625-XCQRH,10-20,70-90,0,0.0
6194-HBGQN,50+,70-90,0,0.0
7634-WSWDB,0-10,30-50,0,0.0
6986-IXNDM,10-20,90+,0,0.0
1731-TVIUK,0-10,90+,0,0.0
2987-BJXIK,50+,70-90,0,0.0
9769-TSBZE,50+,50-70,0,0.0
0406-BPDVR,50+,90+,0,0.0
0618-XWMSS,20-30,70-90,0,0.0
1395-WSWXR,20-30,10-30,0,0.0
6023-GSSXW,50+,50-70,0,0.0
6752-APNJL,40-50,50-70,0,0.0
5276-KQWHG,0-10,50-70,0,0.0
0420-HLGXF,30-40,90+,0,0.0
7446-KQISO,40-50,90+,0,0.0
9823-EALYC,50+,70-90,0,0.0
0582-AVCLN,30-40,10-30,0,0.0
5803-NQJZO,50+,50-70,0,0.0
2565-JSLRY,0-10,10-30,0,0.0
2607-DHDAK,50+,10-30,0,0.0
1073-XXCZD,50+,10-30,0,0.0
0743-HRVFF,50+,50-70,0,0.0
4006-HKYHO,50+,70-90,0,0.0
3727-JEZTU,0-10,10-30,0,0.0
8143-ETQTI,20-30,10-30,0,0.0
6689-KXGBO,0-10,50-70,0,0.0
9667-TKTVZ,0-10,50-70,0,0.0
3657-COGMW,50+,90+,0,0.0
8570-KLJYJ,30-40,50-70,0,0.0
7754-IXRMC,0-10,30-50,0,0.0
9473-CBZOP,20-30,50-70,0,0.0
2969-WGHQO,0-10,50-70,0,0.0
6615-NGGZJ,10-20,90+,0,0.0
4334-HOWRP,50+,50-70,0,0.0
4255-DDUOU,0-10,10-30,0,0.0
5863-OOKCL,10-20,10-30,0,0.0
1686-STUHN,40-50,10-30,0,0.0
1329-VHWNP,0-10,10-30,0,0.0
2984-MIIZL,0-10,70-90,0,0.0
0266-GMEAO,50+,90+,0,0.0
5590-YRFJT,20-30,10-30,0,0.0
5574-NXZIU,50+,90+,0,0.0
0019-GFNTW,50+,30-50,0,0.0
4256-ZWTZI,0-10,50-70,0,0.0
8309-PPCED,50+,90+,0,0.0
4098-NAUKP,50+,70-90,0,0.0
5196-WPYOW,50+,50-70,0,0.0
4608-LCIMN,0-10,30-50,0,0.0
1485-YDHMM,50+,90+,0,0.0
4054-CUMIA,10-20,10-30,0,0.0
0603-TPMIB,50+,10-30,0,0.0
2525-GVKQU,50+,10-30,0,0.0
8161-QYMTT,0-10,90+,1,94.1
9581-GVBXT,50+,30-50,0,0.0
5862-BRIXZ,40-50,50-70,0,0.0
5404-GGUKR,0-10,50-70,0,0.0
3308-JSGML,50+,50-70,0,0.0
2126-GSEGL,50+,70-90,0,0.0
3677-TNKIO,10-20,70-90,0,0.0
0440-QEXBZ,40-50,50-70,0,0.0
2434-EEVDB,50+,90+,0,0.0
6762-QVYJO,50+,50-70,0,0.0
6199-IWKGC,40-50,90+,0,0.0
2675-DHUTR,50+,90+,0,0.0
8152-VETUR,50+,90+,0,0.0
9667-EQRXU,30-40,30-50,0,0.0
7446-YPODE,10-20,50-70,0,0.0
9522-BNTHX,30-40,50-70,0,0.0
4676-WLUHT,50+,30-50,0,0.0
3329-WDIOK,0-10,50-70,0,0.0
7980-MHFLQ,50+,10-30,0,0.0
2873-ZLIWT,40-50,70-90,0,0.0
3415-TAILE,0-10,50-70,0,0.0
0757-WCUUZ,50+,50-70,0,0.0
1629-DQQVB,10-20,50-70,0,0.0
1915-IOFGU,0-10,70-90,0,0.0
3045-XETSH,10-20,90+,0,0.0
0374-AACSZ,0-10,50-70,0,0.0
7239-HZZCX,0-10,10-30,0,0.0
4872-VXRIL,50+,50-70,0,0.0
9140-CZQZZ,50+,70-90,0,0.0
3423-HHXAO,10-20,10-30,0,0.0
9938-TKDGL,50+,90+,0,0.0
0531-ZZJWQ,50+,70-90,0,0.0
6537-QLGEX,10-20,30-50,0,0.0
2688-BHGOG,0-10,70-90,1,79.55
7683-CBDKJ,10-20,50-70,0,0.0
0946-CLJTI,50+,90+,0,0.0
3160-TYXLT,50+,30-50,0,0.0
1325-USMEC,50+,90+,0,0.0
0916-QOFDP,10-20,90+,0,0.0
0628-CNQRM,20-30,50-70,0,0.0
5606-AMZBO,10-20,70-90,0,0.0
6199-IPCAO,20-30,10-30,0,0.0
7665-TOALD,0-10,50-70,0,0.0
0112-QWPNC,40-50,70-90,0,0.0
0324-BRPCJ,50+,90+,0,0.0
2777-PHDEI,0-10,70-90,0,0.0
5640-CAXOA,30-40,30-50,0,0.0
2235-EZAIK,50+,70-90,0,0.0
3847-BAERP,10-20,10-30,0,0.0
1196-AMORA,0-10,70-90,0,0.0
4282-YMKNA,0-10,70-90,0,0.0
1453-RZFON,0-10,30-50,0,0.0
8263-OKETD,20-30,50-70,0,0.0
0670-KDOMA,0-10,10-30,0,0.0
2476-YGEFM,20-30,70-90,0,0.0
8687-BAFGU,0-10,70-90,1,74.0
0641-EVBOJ,0-10,70-90,0,0.0
0829-XXPLX,20-30,70-90,0,0.0
9974-JFBHQ,50+,90+,0,0.0
5356-RHIPP,0-10,10-30,0,0.0
6624-JDRDS,0-10,10-30,0,0.0
0608-JDVEC,50+,10-30,0,0.0
9780-FKVVF,0-10,50-70,0,0.0
1919-RTPQD,0-10,30-50,0,0.0
5214-NLTIT,50+,90+,0,0.0
3345-PBBFH,0-10,30-50,0,0.0
5055-BRMNE,50+,90+,0,0.0
9189-JWSHV,20-30,90+,0,0.0
2190-PHBHR,50+,90+,0,0.0
2650-GYRYL,30-40,10-30,0,0.0
0746-JTRFU,0-10,10-30,0,0.0
5208-FVQKB,50+,50-70,0,0.0
7184-LRUUR,20-30,50-70,0,0.0
6627-CFOSN,50+,90+,0,0.0
3982-JGSFD,30-40,10-30,0,0.0
1574-DYCWE,50+,10-30,0,0.0
7247-XOZPB,50+,70-90,0,0.0
2466-FCCPT,20-30,10-30,0,0.0
6211-WWLTF,50+,90+,0,0.0
4826-TZEVA,40-50,70-90,0,0.0
6016-NXBNJ,30-40,10-30,0,0.0
9138-EFSMO,20-30,70-90,0,0.0
0576-WNXXC,20-30,90+,0,0.0
4632-XJMEX,50+,50-70,0,0.0
8910-LEDAG,30-40,70-90,0,0.0
3452-GWUIN,10-20,90+,0,0.0
2716-GFZOR,40-50,70-90,0,0.0
3724-UCSHY,0-10,10-30,0,0.0
8626-XHBIE,50+,10-30,0,0.0
4628-CTTLA,50+,30-50,0,0.0
3192-LNKRK,30-40,70-90,0,0.0
4439-YRNVD,10-20,30-50,0,0.0
2876-VBBBL,0-10,10-30,0,0.0
6834-NXDCA,10-20,10-30,0,0.0
2208-UGTGR,50+,90+,0,0.0
3005-TYFRD,50+,90+,0,0.0
8670-MEFCP,30-40,90+,0,0.0
3079-BCHLN,40-50,10-30,0,0.0
7777-UNYHB,10-20,10-30,0,0.0
5597-GLBUC,0-10,70-90,0,0.0
7278-CKDNC,20-30,70-90,0,0.0
2748-MYRVK,50+,90+,0,0.0
8450-UYIBU,30-40,30-50,0,0.0
2969-VAPYH,50+,50-70,0,0.0
4822-YCXMX,20-30,70-90,0,0.0
7181-OQCUT,20-30,90+,0,0.0
8474-UMLNT,10-20,50-70,0,0.0
9821-POOTN,30-40,70-90,0,0.0
3836-FZSDJ,50+,10-30,0,0.0
9142-XMYJH,20-30,10-30,0,0.0
6559-ILWKJ,50+,30-50,0,0.0
0187-QSXOE,0-10,70-90,1,89.0
7733-UDMTP,50+,50-70,0,0.0
2649-HWLYB,50+,70-90,0,0.0
5214-CHIWJ,20-30,10-30,0,0.0
4229-CZMLL,0-10,70-90,0,0.0
6904-JLBGY,50+,90+,0,0.0
2465-BLLEU,0-10,10-30,0,0.0
1685-VAYJF,10-20,30-50,0,0.0
8874-EJNSR,30-40,10-30,0,0.0
6917-YACBP,50+,70-90,0,0.0
5049-MUBWG,20-30,70-90,0,0.0
4223-WOZCM,0-10,30-50,0,0.0
0769-MURVM,50+,50-70,0,0.0
9253-VIFJQ,50+,50-70,0,0.0
7030-FZTFM,50+,90+,0,0.0
9741-YLNTD,0-10,70-90,0,0.0
5917-RYRMG,30-40,10-30,0,0.0
5120-ZBLAI,50+,70-90,0,0.0
1194-BHJYC,50+,50-70,0,0.0
3663-MITLP,10-20,90+,0,0.0
0906-QVPMS,50+,90+,0,0.0
9025-ZRPVR,0-10,10-30,0,0.0
1905-OEILC,0-10,10-30,0,0.0
7858-GTZSP,10-20,70-90,1,86.55
3285-UCQVC,30-40,10-30,0,0.0
6248-BSHKG,50+,10-30,0,0.0
4685-TFLLS,10-20,10-30,0,0.0
3470-BTGQO,20-30,30-50,0,0.0
1209-VFFOC,50+,50-70,0,0.0
8224-DWCKX,10-20,70-90,0,0.0
5482-PLVPE,0-10,10-30,0,0.0
4553-DVPZG,50+,90+,0,0.0
4902-OHLSK,20-30,90+,0,0.0
6917-IAYHD,0-10,30-50,0,0.0
0495-ZBNGW,0-10,70-90,0,0.0
8620-RJPZN,0-10,10-30,0,0.0
7572-KPVKK,50+,90+,0,0.0
2642-MAWLJ,30-40,10-30,0,0.0
2357-COQEK,20-30,90+,0,0.0
7103-ZGVNT,50+,70-90,0,0.0
3737-GCSPV,10-20,90+,0,0.0
2027-WKXMW,50+,90+,0,0.0
7137-NAXML,20-30,10-30,0,0.0
2428-ZMCTB,10-20,10-30,0,0.0
2961-VNFKL,50+,10-30,0,0.0
1768-HNVGJ,40-50,70-90,0,0.0
6963-KQYQB,50+,10-30,0,0.0
5934-RMPOV,20-30,70-90,0,0.0
1207-BLKSA,50+,10-30,0,0.0
4088-YLDSU,50+,90+,0,0.0
8316-BBQAY,50+,50-70,0,0.0
1166-PQLGG,50+,10-30,0,0.0
3146-JTQHR,10-20,10-30,0,0.0
4291-YZODP,0-10,10-30,0,0.0
